row,time,latitude,longitude,depth,mag,rms,place
90,2019-06-07T22:08:45.470Z,37.6455,-119.0266667,1.6,0.39,0.03,"4km WNW of Mammoth Lakes, CA"
91,2019-06-07T21:55:49.077Z,63.4041,-148.9648,0,3.1,1.32,"1km NNW of Cantwell, Alaska"
92,2019-06-07T21:55:46.710Z,63.2562,-148.7642,0,3.1,0.98,"17km SSE of Cantwell, Alaska"
93,2019-06-07T21:47:08.080Z,42.2079,80.6295,10,4.6,1.16,"124km NNE of Aksu, China"
94,2019-06-07T21:45:49.130Z,19.1033,-67.6015,23,2.79,0.56,"77km NNW of San Antonio, Puerto Rico"
95,2019-06-07T21:43:33.234Z,69.0582,-146.6597,0,1.6,1.7,"113km NNW of Arctic Village, Alaska"
96,2019-06-07T21:30:35.632Z,66.2196,-157.1905,5.7,0.9,1.27,"77km S of Kobuk, Alaska"
97,2019-06-07T21:26:43.500Z,34.0376667,-117.502,4.02,0.72,0.1,"3km NNW of Glen Avon, CA"
98,2019-06-07T21:14:00.263Z,63.0932,-150.7467,111.3,2.2,0.41,"91km NNW of Talkeetna, Alaska"
99,2019-06-07T21:13:41.053Z,66.2732,-157.4186,0,2,0.88,"74km SSW of Kobuk, Alaska"
100,2019-06-07T21:02:57.057Z,60.6679,-147.954,24.8,1,0.68,"41km ESE of Whittier, Alaska"
101,2019-06-07T20:59:45.640Z,31.6256667,-115.9958333,9.96,3.12,0.17,"55km E of Maneadero, B.C., MX"
102,2019-06-07T20:57:02.122Z,62.2141,-153.3538,0.1,1.2,1.05,"141km SE of McGrath, Alaska"
103,2019-06-07T20:53:51.854Z,69.5899,-144.2609,0,2,0.82,"65km SSW of Kaktovik, Alaska"
104,2019-06-07T20:35:54.340Z,34.0315,-117.5113333,1.46,1.08,0.2,"3km NW of Glen Avon, CA"
105,2019-06-07T20:24:14.700Z,17.8781,-65.4675,30,1.87,0.32,"24km S of Esperanza, Puerto Rico"
106,2019-06-07T20:20:12.100Z,17.9681,-65.2255,26,2.61,0.3,"29km ESE of Esperanza, Puerto Rico"
107,2019-06-07T20:17:57.370Z,35.7796667,-121.3391667,4.56,1.65,0.06,"20km NW of San Simeon, CA"
108,2019-06-07T20:10:26.267Z,63.4002,-151.3353,0.1,1.4,0.78,"119km W of Cantwell, Alaska"
109,2019-06-07T20:09:35.260Z,34.0383333,-117.5048333,3.64,0.94,0.08,"4km NNW of Glen Avon, CA"
110,2019-06-07T19:36:19.560Z,44.7776667,-113.0596667,9.54,2.22,0.13,"40km WNW of Lima, Montana"
111,2019-06-07T19:32:14.030Z,34.0363333,-117.505,4.01,0.91,0.15,"3km NW of Glen Avon, CA"
112,2019-06-07T19:31:41.120Z,36.0863333,-117.8491667,2.14,0.96,0.09,"10km ENE of Coso Junction, CA"
113,2019-06-07T19:31:04.650Z,19.868,-67.9248,29,2.58,0.38,"151km NNE of Punta Cana, Dominican Republic"
114,2019-06-07T19:28:40.620Z,34.0376667,-117.5075,4.18,1.15,0.16,"4km NW of Glen Avon, CA"
115,2019-06-07T19:20:32.070Z,46.0096667,-112.4656667,-2,1.66,0.1,"5km E of Butte, Montana"
116,2019-06-07T19:19:54.780Z,33.6891667,-116.7935,15.66,0.86,0.2,"9km SW of Idyllwild, CA"
117,2019-06-07T19:14:05.180Z,34.0418333,-117.507,3.95,1.11,0.19,"4km NNW of Glen Avon, CA"
118,2019-06-07T19:12:45.443Z,58.1064,-154.1264,66.4,1.2,1.27,"63km N of Larsen Bay, Alaska"
119,2019-06-07T19:09:41.750Z,38.794,-122.7786667,3.5,2.23,0.06,"3km NW of The Geysers, CA"
120,2019-06-07T19:09:28.820Z,51.8238333,-178.8885,2.7,0.48,0.01,"51km W of Tanaga Volcano, Alaska"
121,2019-06-07T19:07:25.850Z,36.7035,-97.6675,7.31,1.78,0.2,"12km SSE of Medford, Oklahoma"
122,2019-06-07T19:06:38.017Z,66.2416,-157.1946,0,1.2,0.51,"75km S of Kobuk, Alaska"
123,2019-06-07T19:05:47.220Z,38.8105011,-122.7768326,1.1,0.55,0.03,"4km NNW of The Geysers, CA"
124,2019-06-07T18:57:34.770Z,37.4211667,-118.3623333,5.89,1.52,0.06,"6km NE of Dixon Lane-Meadow Creek, CA"
125,2019-06-07T18:51:08.779Z,59.3277,-154.2727,7.1,1.2,0.65,"59km SE of Old Iliamna, Alaska"
126,2019-06-07T18:48:17.290Z,19.4068333,-155.295,0.01,1.67,0.11,"6km WSW of Volcano, Hawaii"
127,2019-06-07T18:46:42.460Z,34.0246667,-118.2111667,16.54,1.97,0.22,"4km W of East Los Angeles, CA"
128,2019-06-07T18:41:46.410Z,33.8136667,-117.4881667,2.22,1.67,0.23,"8km SSE of Home Gardens, CA"
129,2019-06-07T18:39:34.450Z,34.039,-117.5086667,4.68,1.39,0.19,"4km NW of Glen Avon, CA"
130,2019-06-07T18:32:36.570Z,46.8681667,-112.527,15.4,1.57,0.07,"15km SE of Lincoln, Montana"
131,2019-06-07T18:32:17.240Z,34.0383333,-117.5103333,6.01,1.04,0.18,"4km NW of Glen Avon, CA"
132,2019-06-07T18:31:08.149Z,63.0358,-151.4519,0,0.8,0.99,"104km NW of Talkeetna, Alaska"
133,2019-06-07T18:28:23.260Z,34.0408333,-117.5036667,3.52,1.3,0.18,"4km NNW of Glen Avon, CA"
134,2019-06-07T18:27:36.980Z,34.0393333,-117.5126667,4.41,1.08,0.17,"4km NW of Glen Avon, CA"
135,2019-06-07T18:26:57.430Z,34.0416667,-117.5103333,3.79,1.45,0.2,"4km NW of Glen Avon, CA"
136,2019-06-07T18:25:37.950Z,34.0401667,-117.5058333,3.95,1.03,0.21,"4km NNW of Glen Avon, CA"
137,2019-06-07T18:24:42.713Z,60.1326,-152.1393,87.7,1.3,0.44,"43km NNW of Anchor Point, Alaska"
138,2019-06-07T18:23:02.400Z,34.038,-117.5093333,4.5,1.01,0.13,"4km NW of Glen Avon, CA"
139,2019-06-07T18:21:54.310Z,34.0446667,-117.5003333,3.22,1.89,0.21,"4km NNW of Glen Avon, CA"
140,2019-06-07T18:21:43.910Z,34.0418333,-117.503,3.15,1,0.1,"4km NNW of Glen Avon, CA"
141,2019-06-07T18:21:40.330Z,34.04,-117.5041667,3.24,2.47,0.21,"4km NNW of Glen Avon, CA"
142,2019-06-07T18:20:22.869Z,38.5564,-118.2821,10.4,0.7,0.0294,"30km E of Hawthorne, Nevada"
143,2019-06-07T18:18:50.387Z,62.3189,-151.6576,85.4,1.2,1.02,"80km W of Talkeetna, Alaska"
144,2019-06-07T18:17:26.160Z,34.0451667,-117.5028333,5.02,0.97,0.25,"4km NNW of Glen Avon, CA"
145,2019-06-07T18:09:48.670Z,40.2543333,-121.1418333,8.07,1.5,0.04,"4km WSW of Hamilton Branch, CA"
146,2019-06-07T18:03:02.200Z,38.824501,-122.8546677,1.92,1.07,0.04,"10km WNW of The Geysers, CA"
147,2019-06-07T17:55:19.460Z,46.821,-121.9365,11.22,1.28,0.11,"25km ESE of Eatonville, Washington"
148,2019-06-07T17:47:40.296Z,65.887,-156.237,3.7,0.8,0.4,"117km SSE of Kobuk, Alaska"
149,2019-06-07T17:29:56.899Z,36.3665,-98.1695,7,1.84,0.2,"21km SSE of Helena, Oklahoma"
150,2019-06-07T17:19:55.900Z,34.0396667,-117.5075,2.78,1.73,0.18,"4km NW of Glen Avon, CA"
151,2019-06-07T17:06:18.320Z,62.4806,-150.6437,54.3,1.2,1.04,"32km WNW of Talkeetna, Alaska"
152,2019-06-07T17:03:12.671Z,66.2838,-157.0664,0,1.4,0.5,"70km S of Kobuk, Alaska"
153,2019-06-07T16:55:13.190Z,34.0393333,-117.5088333,4.32,1.11,0.19,"4km NW of Glen Avon, CA"
154,2019-06-07T16:43:24.849Z,69.5906,-144.9714,9.1,3.2,0.6,"68km SW of Kaktovik, Alaska"
155,2019-06-07T16:42:38.060Z,47.67316667,-120.3365,3.92,1.22,0.05,"9km W of Entiat, Washington"
156,2019-06-07T16:37:19.440Z,19.4286671,-155.2810059,-0.23,1.77,0.19,"4km W of Volcano, Hawaii"
157,2019-06-07T16:31:39.010Z,34.0373333,-117.5033333,2.5,1.64,0.2,"3km NNW of Glen Avon, CA"
158,2019-06-07T16:21:15.630Z,66.2556,-157.1622,10,0.8,0.91,"73km S of Kobuk, Alaska"
159,2019-06-07T16:15:19.310Z,19.4230003,-155.3031616,2.07,1.76,0.13,"6km W of Volcano, Hawaii"
160,2019-06-07T16:13:57.150Z,37.2957,-115.0243,8.3,1.3,0.1965,"14km ESE of Alamo, Nevada"
161,2019-06-07T16:12:04.651Z,66.2888,-157.5371,3.5,1,0.89,"74km SSW of Kobuk, Alaska"
162,2019-06-07T16:09:38.809Z,64.7853,-150.61,19.6,0.9,0.47,"24km S of Manley Hot Springs, Alaska"
163,2019-06-07T16:09:27.730Z,38.8166656,-122.8218307,3.11,0.88,0.03,"7km NW of The Geysers, CA"
164,2019-06-07T16:07:54.800Z,38.8163338,-122.8193359,2.24,0.56,0.04,"7km NW of The Geysers, CA"
165,2019-06-07T16:07:02.350Z,17.7255,-66.988,17,1.86,0.05,"28km SSW of Guanica, Puerto Rico"
166,2019-06-07T16:06:50.611Z,59.6057,-137.9601,44.8,1.1,1.03,"100km E of Yakutat, Alaska"
167,2019-06-07T16:01:02.510Z,33.3493333,-116.3356667,10.11,0.7,0.2,"11km NNE of Borrego Springs, CA"
168,2019-06-07T15:27:26.900Z,38.7631683,-122.7361679,1.1,0.59,0.02,"2km SE of The Geysers, CA"
169,2019-06-07T15:22:06.690Z,38.7939987,-122.7659988,0.8,0.87,0.03,"2km NNW of The Geysers, CA"
170,2019-06-07T15:20:44.490Z,38.7918333,-122.7628333,1.12,2.18,0.07,"2km NNW of The Geysers, CA"
171,2019-06-07T15:19:50.640Z,34.048,-117.5061667,3.12,1.32,0.19,"4km NNW of Glen Avon, CA"
172,2019-06-07T15:14:29.503Z,66.1544,-141.8308,0,1.4,0.4,"107km ENE of Circle, Alaska"
173,2019-06-07T15:13:38.451Z,62.6979,-152.0231,11.8,0.8,0.15,"107km WNW of Talkeetna, Alaska"
174,2019-06-07T15:07:34.820Z,35.73366667,-97.56033333,6.73,2.38,0.17,"11km NW of Edmond, Oklahoma"
175,2019-06-07T15:05:27.850Z,34.0458333,-117.501,2.84,1.18,0.2,"4km NNW of Glen Avon, CA"
176,2019-06-07T15:05:11.490Z,34.0421667,-117.5036667,2.23,0.91,0.25,"4km NNW of Glen Avon, CA"
177,2019-06-07T15:01:39.781Z,58.464,-151.2063,42,3.9,0.96,"103km NE of Kodiak, Alaska"
178,2019-06-07T14:58:52.920Z,37.5561667,-118.8836667,2.34,0.51,0.09,"12km SE of Mammoth Lakes, CA"
179,2019-06-07T14:57:31.935Z,58.283,-151.1853,29.7,4.8,0.59,"91km NE of Kodiak, Alaska"
180,2019-06-07T14:52:00.282Z,60.1077,-153.029,116.8,1.5,0.67,"44km SSW of Redoubt Volcano, Alaska"
181,2019-06-07T14:47:49.980Z,38.7573318,-122.7269974,1.5,0.87,0.02,"3km SE of The Geysers, CA"
182,2019-06-07T14:43:46.621Z,63.1241,-150.5145,28.6,1.1,0.74,"84km WSW of Cantwell, Alaska"
183,2019-06-07T14:41:19.230Z,47.5965,-122.3815,22.8,1.44,0.16,"3km WSW of Seattle, Washington"
184,2019-06-07T14:32:52.740Z,34.0338326,-117.5093307,3.48,1.15,0.15,"3km NW of Glen Avon, CA"
185,2019-06-07T14:30:27.890Z,33.479,-116.5576667,8.76,1.19,0.18,"14km SE of Anza, CA"
186,2019-06-07T14:26:35.920Z,33.495,-116.7858333,6.32,0.51,0.11,"9km NE of Aguanga, CA"
187,2019-06-07T14:24:10.125Z,61.5958,-148.069,5.2,1.1,1.21,"46km E of Lazy Mountain, Alaska"
188,2019-06-07T14:19:40.084Z,39.2673,-119.7122,9,0.7,0.0891,"7km SW of Virginia City, Nevada"
189,2019-06-07T14:16:19.555Z,64.6921,-148.2199,11.4,1.1,0.56,"19km SSW of Ester, Alaska"
190,2019-06-07T14:08:13.870Z,34.0376667,-117.5118333,2.46,0.95,0.2,"4km NW of Glen Avon, CA"
191,2019-06-07T14:01:09.990Z,38.757,-122.7225,1.18,1.43,0.07,"3km SW of Anderson Springs, CA"
192,2019-06-07T13:57:09.744Z,66.2572,-157.3113,0,2.6,0.68,"74km SSW of Kobuk, Alaska"
193,2019-06-07T13:52:49.660Z,37.6723333,-118.8493333,0.09,0.66,0.03,"12km ENE of Mammoth Lakes, CA"
194,2019-06-07T13:46:49.220Z,34.0418333,-117.5068333,3.12,2.03,0.21,"4km NNW of Glen Avon, CA"
195,2019-06-07T13:46:33.050Z,34.0476667,-117.5045,3.95,0.96,0.2,"4km NNW of Glen Avon, CA"
196,2019-06-07T13:45:20.360Z,38.824,-122.8543333,2,1.34,0.06,"10km WNW of The Geysers, CA"
197,2019-06-07T13:44:04.911Z,61.7618,-154.0979,2.8,1.4,0.45,"154km SSE of McGrath, Alaska"
198,2019-06-07T13:42:23.710Z,38.8241653,-122.8551636,1.9,0.9,0.03,"10km WNW of The Geysers, CA"
199,2019-06-07T13:41:57.060Z,46.8611667,-112.5221667,16.78,0.97,0.08,"16km SE of Lincoln, Montana"
200,2019-06-07T13:41:35.899Z,66.2969,-157.4507,0.1,1.3,0.7,"72km SSW of Kobuk, Alaska"
201,2019-06-07T13:39:19.960Z,34.0316667,-117.5038333,3.09,2.3,0.18,"3km NW of Glen Avon, CA"
202,2019-06-07T13:25:39.556Z,58.3329,-154.4812,3.5,1.5,0.49,"96km NNW of Larsen Bay, Alaska"
203,2019-06-07T13:20:29.220Z,38.823,-122.8128333,3.04,0.27,0.03,"7km NW of The Geysers, CA"
204,2019-06-07T13:18:59.270Z,37.6735,-118.8535,-0.72,0.83,0.05,"12km ENE of Mammoth Lakes, CA"
205,2019-06-07T13:08:03.480Z,35.73416667,-97.56316667,6.5,2.34,0.15,"11km NW of Edmond, Oklahoma"
206,2019-06-07T13:07:50.922Z,59.9267,-141.7069,17.4,1.1,0.66,"43km ESE of Cape Yakataga, Alaska"
207,2019-06-07T13:04:51.305Z,63.6892,-149.9004,122,1.1,0.43,"49km WSW of Healy, Alaska"
208,2019-06-07T13:04:28.320Z,37.672,-118.852,-0.56,1.27,0.07,"12km ENE of Mammoth Lakes, CA"
209,2019-06-07T12:45:54.470Z,34.0375,-117.5121667,2.84,0.92,0.21,"4km NW of Glen Avon, CA"
210,2019-06-07T12:41:18.740Z,34.0411667,-117.5083333,3.7,1.36,0.16,"4km NNW of Glen Avon, CA"
211,2019-06-07T12:37:51.660Z,34.0453333,-117.5051667,2.91,1.89,0.22,"4km NNW of Glen Avon, CA"
212,2019-06-07T12:35:51.593Z,37.1635,-117.3867,6.7,0.1,0.1391,"61km SSW of Goldfield, Nevada"
213,2019-06-07T12:15:21.090Z,36.1571667,-117.8465,1.53,1.13,0.16,"16km NE of Coso Junction, CA"
214,2019-06-07T12:04:16.870Z,34.0341667,-117.503,2.8,2.82,0.22,"3km NW of Glen Avon, CA"
215,2019-06-07T12:00:28.890Z,34.0461667,-117.5083333,3.37,1.34,0.19,"4km NNW of Glen Avon, CA"
216,2019-06-07T11:53:14.411Z,46.3044,-75.0266,14.24,2.4,0.74,"17km SW of Riviere-Rouge, Canada"
217,2019-06-07T11:48:08.850Z,33.1776667,-116.4225,11.85,0.88,0.19,"10km SSW of Borrego Springs, CA"
218,2019-06-07T11:45:40.123Z,37.1954,-116.3583,8.3,-0.3,0.12,"47km NE of Beatty, Nevada"
219,2019-06-07T11:34:17.130Z,34.0406667,-117.5106667,3.49,1.47,0.19,"4km NW of Glen Avon, CA"
220,2019-06-07T11:30:55.796Z,64.7654,-150.6071,11.2,0.9,0.82,"26km S of Manley Hot Springs, Alaska"
221,2019-06-07T11:30:10.690Z,34.0376667,-117.5123333,5.04,1.06,0.23,"4km NW of Glen Avon, CA"
222,2019-06-07T11:29:27.397Z,49.2542,155.5006,57.64,4.7,0.54,"164km SSW of Severo-Kuril'sk, Russia"
223,2019-06-07T11:28:46.430Z,34.0355,-117.5081667,1.96,0.79,0.2,"3km NW of Glen Avon, CA"
224,2019-06-07T11:26:33.170Z,19.207,-155.4676667,30.69,1.76,0.1,"1km E of Pahala, Hawaii"
225,2019-06-07T11:26:02.690Z,34.0601667,-117.5036667,3.81,1.31,0.16,"6km NNW of Glen Avon, CA"
226,2019-06-07T11:23:10.970Z,35.84766667,-96.68683333,6.6,1.7,0.16,"11km NNW of Stroud, Oklahoma"
227,2019-06-07T11:15:14.300Z,35.71766667,-98.17983333,13.62,1.9,0.23,"15km NE of Geary, Oklahoma"
228,2019-06-07T10:51:50.510Z,34.0443333,-117.5035,3.43,2.69,0.22,"4km NNW of Glen Avon, CA"
229,2019-06-07T10:46:14.800Z,34.0371667,-117.51,4.34,1.03,0.16,"4km NW of Glen Avon, CA"
230,2019-06-07T10:40:51.359Z,36.69533333,-97.6725,7.98,1.93,0.18,"13km SSE of Medford, Oklahoma"
